run_id,episode,step,time_sec,sim_env_id,policy_name,slam_mode,x,y,z,slam_x,slam_y,slam_z,yaw,slam_yaw,target_index,distance_to_target_m,min_depth_ray,reward,terminated,truncated,feature_count,mu_T,mu_L,mu_W,mu_A,epsilon_mu,adherence_error_m,mu_cvg,coverage_delta,localization_error_m,localization_accurate,drift_event,pre_drift_alert,speed_mps,policy_speed_mps,commanded_speed_mps,osd_speed_cap_mps,action_speed_normalized,osd_speed_vt,mu_slow,mu_medium,mu_fast,motor_power_w,energy_step_wh,op_cbrs_potential,op_cbrs_shaping_reward,illumination_lux,wind_mps,paper_progress,slam_quality,op_cbrs_potential_source
20260514_035650,232,11,0.88,e2,Eval-Transferred-OSD+Fuzzy+OP-CBRS-e2,proxy,-15.060543060302734,-11.934986114501953,9.282485961914062,0.6769377589225769,0.24635863304138184,-0.33749672770500183,0.8771079787469483,0.3360450315759045,0,5.008376121520996,1.0,0.6353693604938687,0,0,80.0,1.0,1.0,0.9498002889745354,0.8701497515042623,1.337687189380328,0.19477537274360657,0.0,0.0,0.04639395698904991,1.0,0.0,0.0,1.04862642288208,1.0,0.9780041359451085,0.9780041359451085,1.0,0.9780041359451085,0.021995864054891477,0.043991728109782906,0.9340124078353256,222.22503720771783,0.004938334160171507,1.1227020279291853,-0.04799109906985023,421.67782581844904,0.25099855512732283,0.08033323287963867,1.0,heuristic_fallback
20260514_035650,232,12,0.96,e2,Eval-Transferred-OSD+Fuzzy+OP-CBRS-e2,proxy,-15.012777328491211,-11.873573303222656,9.252656936645508,0.7329006195068359,0.2854635715484619,-0.3522969186306,0.8835064864873509,0.3584214768324084,0,4.928112983703613,1.0,0.6139682890949807,0,0,80.0,1.0,1.0,0.9498002889745354,0.8566925823688507,1.3208657279610634,0.21496112644672394,0.0,0.0,0.02189757488667965,1.0,0.0,0.0,1.0461325645446777,1.0,0.9767857140467954,0.9767857140467954,1.0,0.9767857140467954,0.02321428595320459,0.04642857190640918,0.9303571421403862,221.73216163687903,0.004927381369708423,1.1377100222221102,-0.07017921456282362,421.67782581844904,0.25099855512732283,0.08026313781738281,1.0,heuristic_fallback
20260514_035650,232,13,1.04,e2,Eval-Transferred-OSD+Fuzzy+OP-CBRS-e2,proxy,-14.964959144592285,-11.812092781066895,9.224350929260254,0.8336836099624634,0.3049716353416443,-0.37612536549568176,0.8886508942263485,0.3349749334957946,0,4.848000526428223,1.0,0.623002892748224,0,0,80.0,1.0,1.0,0.9498002889745354,0.8442073265711466,1.3052591582139332,0.23368901014328003,0.0,0.0,0.0126272551715374,1.0,0.0,0.0,1.04155433177948,1.0,0.9756615583602967,0.9756615583602967,1.0,0.9756615583602967,0.02433844163970329,0.04867688327940655,0.9269846750808901,221.08355471805453,0.004912967882623433,1.1415414480590407,-0.06011509387075636,421.67782581844904,0.25099855512732283,0.08011245727539062,1.0,heuristic_fallback
20260514_035650,232,14,1.12,e2,Eval-Transferred-OSD+Fuzzy+OP-CBRS-e2,proxy,-14.917123794555664,-11.750589370727539,9.197589874267578,0.8831202983856201,0.33109840750694275,-0.3711863160133362,0.8927869990183208,0.33807700806345214,0,4.768082141876221,1.0,0.6307302995182434,0,0,80.0,1.0,1.0,0.9498002889745354,0.8327358365058899,1.2909197956323624,0.25089624524116516,0.0,0.0,0.018086666241288185,1.0,0.0,0.0,1.0358922481536865,1.0,0.9746339569973993,0.9746339569973993,1.0,0.9746339569973993,0.025366043002600647,0.05073208600520129,0.923901870992198,220.359668363295,0.004896881519184333,1.1345790172404135,-0.049774946021290734,421.67782581844904,0.25099855512732283,0.07991838455200195,1.0,heuristic_fallback
20260514_035650,232,15,1.2,e2,Eval-Transferred-OSD+Fuzzy+OP-CBRS-e2,proxy,-14.869292259216309,-11.689091682434082,9.172357559204102,0.9685505628585815,0.3880625069141388,-0.4321860373020172,0.8961124075713006,0.3381189916252134,0,4.688377857208252,1.0,0.6335046048508494,0,0,80.0,1.0,1.0,0.9498002889745354,0.8222865064938863,1.277858133117358,0.26657024025917053,0.0,0.0,0.03185964375734329,1.0,0.0,0.0,1.029793381690979,1.0,0.9737022848751259,0.9737022848751259,1.0,0.9737022848751259,0.026297715124874024,0.05259543024974802,0.9211068546253779,219.61253995292327,0.004880278665620517,1.1216369516003712,-0.04355986498513353,421.67782581844904,0.25099855512732283,0.07970428466796875,1.0,heuristic_fallback
20260514_035650,232,16,1.28,e2,Eval-Transferred-OSD+Fuzzy+OP-CBRS-e2,proxy,-14.821477890014648,-11.627614974975586,9.148613929748535,1.0559618473052979,0.37836721539497375,-0.4414507746696472,0.8987860367380989,0.34314851706204885,0,4.608889579772949,1.0,0.6191567672849517,0,0,80.0,1.0,1.0,0.9498002889745354,0.8128463427225748,1.2660579284032185,0.2807304859161377,0.0,0.0,0.027694787830114365,1.0,0.0,0.0,1.023666262626648,1.0,0.9728641455274704,0.9728641455274704,1.0,0.9728641455274704,0.027135854472529503,0.05427170894505898,0.9185924365824114,218.8747999129123,0.004863884442509163,1.122400552602965,-0.056350828373253094,421.67782581844904,0.25099855512732283,0.07948827743530273,1.0,heuristic_fallback
20260514_035650,232,17,1.36,e2,Eval-Transferred-OSD+Fuzzy+OP-CBRS-e2,proxy,-14.773686408996582,-11.566168785095215,9.12630558013916,1.1076500415802002,0.4323215186595917,-0.48186174035072327,0.9009356067635165,0.3621388198658519,0,4.529610633850098,1.0,0.6190175216357635,0,0,80.0,1.0,1.0,0.9498002889745354,0.8043859004974365,1.2554823756217957,0.2934211492538452,0.0,0.0,0.026009734719991684,1.0,0.0,0.0,1.017758846282959,1.0,0.9721158400533102,0.9721158400533102,1.0,0.9721158400533102,0.027884159946689826,0.055768319893379624,0.9163475201599306,218.16599557008158,0.004848133234890702,1.1215492318792726,-0.05481385423171991,421.67782581844904,0.25099855512732283,0.07927894592285156,1.0,heuristic_fallback
20260514_035650,232,18,1.44,e2,Eval-Transferred-OSD+Fuzzy+OP-CBRS-e2,proxy,-14.725921630859375,-11.504756927490234,9.105369567871094,1.1625243425369263,0.4610815942287445,-0.49493086338043213,0.9026638613098119,0.35483700952046177,0,4.450530529022217,1.0,0.6132034452324725,0,0,80.0,1.0,1.0,0.9498002889745354,0.7968698938687643,1.2460873673359554,0.30469515919685364,0.0,0.0,0.017826950177550316,1.0,0.0,0.0,1.012212872505188,1.0,0.9714533150560375,0.9714533150560375,1.0,0.9714533150560375,0.028546684943962376,0.057093369887924725,0.9143599451681128,217.49705210809816,0.004833267824624403,1.1258073186289355,-0.05974489702910693,421.67782581844904,0.25099855512732283,0.07908010482788086,1.0,heuristic_fallback
20260514_035650,232,19,1.52,e2,Eval-Transferred-OSD+Fuzzy+OP-CBRS-e2,proxy,-14.678184509277344,-11.443380355834961,9.085737228393555,1.2512311935424805,0.48659372329711914,-0.5101524591445923,0.9040533782193694,0.3517101391863323,0,4.371634483337402,1.0,0.6215130479309003,0,0,80.0,1.0,1.0,0.9498002889745354,0.7902558644612631,1.2378198305765789,0.31461620330810547,0.0,0.0,0.024618180468678474,1.0,0.0,0.0,1.0071009397506714,1.0,0.9708720388542008,0.9708720388542008,1.0,0.9708720388542008,0.029127961145799,0.05825592229159797,0.9126161165626029,216.8733087675214,0.004819406861500475,1.119060388558714,-0.04921516342731948,421.67782581844904,0.25099855512732283,0.07889604568481445,1.0,heuristic_fallback
20260514_035650,232,20,1.6,e2,Eval-Transferred-OSD+Fuzzy+OP-CBRS-e2,proxy,-14.630473136901855,-11.382037162780762,9.067339897155762,1.3242075443267822,0.49218547344207764,-0.5434848070144653,0.9051705425616726,0.36775523762557855,0,4.292904853820801,1.0,0.6098388784262123,0,0,80.0,1.0,1.0,0.9498002889745354,0.7844982345898946,1.2306227932373683,0.3232526481151581,0.0,0.0,0.015980171039700508,1.0,0.0,0.0,1.0024505853652954,1.0,0.970367348878854,0.970367348878854,1.0,0.970367348878854,0.02963265112114602,0.05926530224229204,0.9111020466365619,216.29650265620558,0.00480658894791568,1.1240994881626054,-0.060382131503159284,421.67782581844904,0.25099855512732283,0.07872962951660156,1.0,heuristic_fallback
20260514_035650,232,21,1.68,e2,Eval-Transferred-OSD+Fuzzy+OP-CBRS-e2,proxy,-14.582786560058594,-11.32072639465332,9.0501070022583,1.4188886880874634,0.5357268452644348,-0.5533856153488159,0.9060687428292135,0.3667407481643521,0,4.214328289031982,1.0,0.6123804013461855,0,0,80.0,1.0,1.0,0.9498002889745354,0.779552181561788,1.224440226952235,0.3306717276573181,0.0,0.0,0.012663324363529682,1.0,0.0,0.0,0.9982617497444153,1.0,0.9699347767780472,0.9699347767780472,1.0,0.9699347767780472,0.030065223221952875,0.0601304464439058,0.9098043303341414,215.76618404167596,0.0047948040898150215,1.1253506099127069,-0.056945479245683994,421.67782581844904,0.25099855512732283,0.07857656478881836,1.0,heuristic_fallback
20260514_035650,232,22,1.76,e2,Eval-Transferred-OSD+Fuzzy+OP-CBRS-e2,proxy,-14.535122871398926,-11.259444236755371,9.033971786499023,1.4741250276565552,0.5417594909667969,-0.5550556778907776,0.9067909115733143,0.3553960604697414,0,4.135887622833252,1.0,0.620060274497278,0,0,80.0,1.0,1.0,0.9498002889745354,0.7753714720408121,1.2192143400510151,0.33694279193878174,0.0,0.0,0.023026587441563606,1.0,0.0,0.0,0.9945176839828491,1.0,0.9695698430829,0.9695698430829,1.0,0.9695698430829,0.03043015691709999,0.06086031383419999,0.9087095292487,215.28059274427915,0.004784013172095092,1.1165329852239374,-0.04716132474699138,421.67782581844904,0.25099855512732283,0.07844066619873047,1.0,heuristic_fallback
20260514_035650,232,23,1.84,e2,Eval-Transferred-OSD+Fuzzy+OP-CBRS-e2,proxy,-14.487478256225586,-11.198186874389648,9.018867492675781,1.5462759733200073,0.6015917658805847,-0.5506332516670227,0.907371527742788,0.3406213501962711,0,4.057567119598389,1.0,0.6074916423638191,0,0,80.0,1.0,1.0,0.9498002889745354,0.77191162109375,1.2148895263671875,0.342132568359375,0.0,0.0,0.016209807246923447,1.0,0.0,0.0,0.9911918640136719,1.0,0.9692683187883749,0.9692683187883749,1.0,0.9692683187883749,0.030731681211625103,0.06146336242325015,0.9078049563651248,214.8372256574221,0.004774160570164936,1.1207806076331521,-0.05949120125652254,421.67782581844904,0.25099855512732283,0.07832050323486328,1.0,heuristic_fallback
20260514_035650,232,24,1.92,e2,Eval-Transferred-OSD+Fuzzy+OP-CBRS-e2,proxy,-14.439850807189941,-11.13695240020752,9.004731178283691,1.6121083498001099,0.6113281846046448,-0.5914979577064514,0.9078383434472217,0.35871387075686884,0,3.979353904724121,1.0,0.6246097336835348,0,0,80.0,1.0,1.0,0.9498002889745354,0.7691291769345602,1.2114114711682002,0.3463062345981598,0.0,0.0,0.037121668457984924,1.0,0.0,0.0,0.9882537126541138,1.0,0.969026148601994,0.969026148601994,1.0,0.969026148601994,0.03097385139800599,0.06194770279601198,0.907078445805982,214.43326642555667,0.004765183698345704,1.1044011006850585,-0.03949065033612448,421.67782581844904,0.25099855512732283,0.07821321487426758,1.0,heuristic_fallback
20260514_035650,232,25,2.0,e2,Eval-Transferred-OSD+Fuzzy+OP-CBRS-e2,proxy,-14.392237663269043,-11.075736045837402,8.991503715515137,1.6664376258850098,0.6149258017539978,-0.6285967826843262,0.9082136883408639,0.3687957670439619,0,3.9012341499328613,1.0,0.5901408865120609,0,0,80.0,1.0,1.0,0.9498002889745354,0.7669835090637207,1.2087293863296509,0.34952473640441895,0.0,0.0,0.006565042771399021,1.0,0.0,0.0,0.985670268535614,1.0,0.9688395938010396,0.9688395938010396,1.0,0.9688395938010396,0.03116040619896054,0.06232081239792103,0.9065187814031185,214.06574056860075,0.004757016457080016,1.1267821529822881,-0.07635403536788776,421.67782581844904,0.25099855512732283,0.07811975479125977,1.0,heuristic_fallback
20260514_035650,232,26,2.08,e2,Eval-Transferred-OSD+Fuzzy+OP-CBRS-e2,proxy,-14.344636917114258,-11.014534950256348,8.979126930236816,1.734130620956421,0.6662684679031372,-0.6381725072860718,0.9085154832857095,0.3406788698170097,0,3.8231961727142334,1.0,0.6294237399089864,0,0,80.0,1.0,1.0,0.9498002889745354,0.7654356559117635,1.2067945698897045,0.35184651613235474,0.0,0.0,0.03629262372851372,1.0,0.0,0.0,0.9834094643592834,1.0,0.9687051204088417,0.9687051204088417,1.0,0.9687051204088417,0.031294879591158474,0.06258975918231696,0.9061153612265247,213.73175460116738,0.004749594546692609,1.1040995039764627,-0.033553100529700626,421.67782581844904,0.25099855512732283,0.07803797721862793,1.0,heuristic_fallback
20260514_035650,232,27,2.16,e2,Eval-Transferred-OSD+Fuzzy+OP-CBRS-e2,proxy,-14.29704475402832,-10.95334529876709,8.967547416687012,1.8060718774795532,0.6812151074409485,-0.6386455297470093,0.9087581233244602,0.3672462212440382,0,3.7452282905578613,1.0,0.6056530515731056,0,0,80.0,1.0,1.0,0.9498002889745354,0.764447549978892,1.205559437473615,0.353328675031662,0.0,0.0,0.032520003616809845,1.0,0.0,0.0,0.981440007686615,1.0,0.9686193221291656,0.9686193221291656,1.0,0.9686193221291656,0.03138067787083444,0.06276135574166888,0.9058579663874967,213.4284915746813,0.004742855368326251,1.1066819425770227,-0.057267976567559185,421.67782581844904,0.25099855512732283,0.07796788215637207,1.0,heuristic_fallback
20260514_035650,232,28,2.24,e2,Eval-Transferred-OSD+Fuzzy+OP-CBRS-e2,proxy,-14.249459266662598,-10.89216423034668,8.956714630126953,1.8786207437515259,0.7186717987060547,-0.6341097354888916,0.9089532158352135,0.36160489810256946,0,3.667320489883423,1.0,0.606127993918684,0,0,80.0,1.0,1.0,0.9498002889745354,0.7639846404393514,1.2049808005491893,0.3540230393409729,0.0,0.0,0.02983224391937256,1.0,0.0,0.0,0.9797330498695374,1.0,0.968579139462477,0.968579139462477,1.0,0.968579139462477,0.03142086053752309,0.06284172107504622,0.9057374183874307,213.1533347567257,0.004736740772371683,1.1085820349652156,-0.056729424600091304,421.67782581844904,0.25099855512732283,0.07790780067443848,1.0,heuristic_fallback
20260514_035650,232,29,2.32,e2,Eval-Transferred-OSD+Fuzzy+OP-CBRS-e2,proxy,-14.201878547668457,-10.830988883972168,8.946581840515137,1.9417921304702759,0.7607865333557129,-0.6764325499534607,0.909110080552972,0.36703224786991684,0,3.5894641876220703,1.0,0.6073683674040432,0,0,80.0,1.0,1.0,0.9498002889745354,0.7640135486920675,1.2050169358650844,0.3539796769618988,0.0,0.0,0.029405051842331886,1.0,0.0,0.0,0.9782615900039673,1.0,0.9685816486022536,0.9685816486022536,1.0,0.9685816486022536,0.031418351397746534,0.06283670279549311,0.9057449458067605,212.90383034326487,0.004731196229850331,1.108909656086175,-0.05528979638372066,421.67782581844904,0.25099855512732283,0.07785630226135254,1.0,heuristic_fallback
20260514_035650,232,30,2.4,e2,Eval-Transferred-OSD+Fuzzy+OP-CBRS-e2,proxy,-14.15429973602295,-10.769816398620605,8.937103271484375,2.0686354637145996,0.7727530598640442,-0.6986358761787415,0.9092361968586744,0.36820342264640177,0,3.511650323867798,1.0,0.6184351339190036,0,0,80.0,1.0,1.0,0.9498002889745354,0.764504075050354,1.2056300938129425,0.353243887424469,0.0,0.0,0.046772442758083344,1.0,0.0,0.0,0.9770013689994812,1.0,0.9686242292997318,0.9686242292997318,1.0,0.9686242292997318,0.03137577070026815,0.06275154140053635,0.9058726878991955,212.67774742272843,0.004726172164949521,1.0960067444889332,-0.042334287639254384,421.67782581844904,0.25099855512732283,0.07781386375427246,1.0,heuristic_fallback
20260514_035650,232,31,2.48,e2,Eval-Transferred-OSD+Fuzzy+OP-CBRS-e2,proxy,-14.106720924377441,-10.708643913269043,8.928236961364746,2.1160683631896973,0.7648371458053589,-0.6789066791534424,0.9093376053277576,0.3559219514148216,0,3.433870792388916,1.0,0.6016073734090557,0,0,80.0,1.0,1.0,0.9498002889745354,0.7654260198275248,1.206782524784406,0.35186097025871277,0.0,0.0,0.03961222991347313,1.0,0.0,0.0,0.9759302735328674,1.0,0.9687042835253904,0.9687042835253904,1.0,0.9687042835253904,0.031295716474609686,0.06259143294921941,0.906112850576171,212.47303073661544,0.004721622905258121,1.1016073903166834,-0.059808423047577795,421.67782581844904,0.25099855512732283,0.07777953147888184,1.0,heuristic_fallback
20260514_035650,232,32,2.56,e2,Eval-Transferred-OSD+Fuzzy+OP-CBRS-e2,proxy,-14.059141159057617,-10.647469520568848,8.919943809509277,2.190436601638794,0.8321548104286194,-0.7135838270187378,0.9094191491912135,0.36399833953670147,0,3.3561203479766846,1.0,0.6040217648795795,0,0,80.0,1.0,1.0,0.9498002889745354,0.7667524218559265,1.2084405273199081,0.34987136721611023,0.0,0.0,0.035748425871133804,1.0,0.0,0.0,0.9750282764434814,1.0,0.9688195119963415,0.9688195119963415,1.0,0.9688195119963415,0.03118048800365862,0.062360976007317215,0.9064585359890243,212.28780062253827,0.004717506680500851,1.1048368438555385,-0.05777627514850216,421.67782581844904,0.25099855512732283,0.07775044441223145,1.0,heuristic_fallback
20260514_035650,232,33,2.64,e2,Eval-Transferred-OSD+Fuzzy+OP-CBRS-e2,proxy,-14.011557579040527,-10.58629035949707,8.912186622619629,2.2665812969207764,0.8311353921890259,-0.6955815553665161,0.9094846980015173,0.3496412912985592,0,3.278390884399414,1.0,0.6059525076926814,0,0,80.0,1.0,1.0,0.9498002889745354,0.7684569756189982,1.2105712195237477,0.3473145365715027,0.0,0.0,0.034614693373441696,1.0,0.0,0.0,0.974277675151825,1.0,0.9689676860359856,0.9689676860359856,1.0,0.9689676860359856,0.031032313964014395,0.06206462792802876,0.9069030581079568,212.12036592925244,0.004713785909538943,1.1061132816695753,-0.05603209270664142,421.67782581844904,0.25099855512732283,0.07772946357727051,1.0,heuristic_fallback
20260514_035650,232,34,2.72,e2,Eval-Transferred-OSD+Fuzzy+OP-CBRS-e2,proxy,-13.963968276977539,-10.525103569030762,8.90493106842041,2.3629586696624756,0.8971953392028809,-0.689858078956604,0.9095373912035211,0.36857497413801904,0,3.200676441192627,1.0,0.599983238622105,0,0,80.0,1.0,1.0,0.9498002889745354,0.7705158789952596,1.2131448487440746,0.3442261815071106,0.0,0.0,0.023815017193555832,1.0,0.0,0.0,0.973662257194519,1.0,0.9691468048460339,0.9691468048460339,1.0,0.9691468048460339,0.030853195153965972,0.061706390307931944,0.907440414538102,211.96916750612627,0.004710425944580585,1.1147277646485552,-0.0632188514856608,421.67782581844904,0.25099855512732283,0.07771444320678711,1.0,heuristic_fallback
20260514_035650,232,35,2.8,e2,Eval-Transferred-OSD+Fuzzy+OP-CBRS-e2,proxy,-13.916372299194336,-10.463908195495605,8.898144721984863,2.4003095626831055,0.9234983325004578,-0.6938570141792297,0.9095797378574045,0.35896887049116,0,3.1229727268218994,1.0,0.6097504651013845,0,0,80.0,1.0,1.0,0.9498002889745354,0.7729073564211527,1.2161341955264409,0.3406389653682709,0.0,0.0,0.02731269784271717,1.0,0.0,0.0,0.9731680154800415,1.0,0.9693550516079144,0.9693550516079144,1.0,0.9693550516079144,0.0306449483920855,0.06128989678417098,0.9080651548237434,211.83282183757956,0.004707396040835102,1.1127023735181574,-0.0532933005839854,421.67782581844904,0.25099855512732283,0.07770371437072754,1.0,heuristic_fallback
